UNQ_ID,AGE RANGE,GENDER,NCSS_B03A,NCSS_B03B,NCSS_B04,NCSS_B05,EVENT,PARTICIPATION,PART_ROLE,AFFILIATION,Process_E_LS,Process_E_EX,Process_E_CT,Pre_MR1,Post_MR1,X_MR1,Pre_MR2,Post_MR2,X_MR2,Pre_MR3,Post_MR3,X_MR3,Pre_MR4,Post_MR4,X_MR4,Pre_MR5,Post_MR5,X_MR5,Pre_AT_PT1,Pre_AT_PT2,Pre_AT_PT3,Pre_AT_WT5,Pre_AT_CT1,Pre_AT_CT2,Pre_AT_CT3,Pre_AT_CT4,Pre_AT_LA1,Pre_AT_LA2,Pre_AT_LA3,Pre_AT_SC6,Pre_ST_SD1,Pre_ST_SD2,Pre_ST_SD3,Pre_ST_SD4,Pre_NCSS_P2,Pre_AT_WT2,Pre_AT_WT3,Pre_AT_WT4,Pre_AT_LA4,Pre_AT_WT1,Pre_AT_CT5,Pre_AT_LA5,Pre_AT_SC2,Pre_ST_SD5,Pre_ST_SR2,Pre_ST_SR1,Pre_ST_SR3,Pre_ST_SR4,Pre_ST_SR5,Pre_NCSS_P1,Pre_NCSS_P3,Pre_NCSS_P4,Pre_NCSS_P5,Pre_AT_SC1,Pre_AT_SC3,Pre_AT_SC4,Pre_AT_SC5,Post_AT_PT1,Post_AT_PT2,Post_AT_PT3,Post_AT_WT5,Post_AT_CT1,Post_AT_CT2,Post_AT_CT3,Post_AT_CT4,Post_AT_LA1,Post_AT_LA2,Post_AT_LA3,Post_ST_SD1,Post_ST_SD2,Post_ST_SD3,Post_ST_SD4,Post_AT_SC6,Post_NCSS_P2,Post_AT_WT2,Post_AT_WT3,Post_AT_WT4,Post_AT_LA4,Post_AT_WT1,Post_AT_CT5,Post_AT_LA5,Post_AT_SC2,Post_ST_SD5,Post_ST_SR2,Post_ST_SR1,Post_ST_SR3,Post_ST_SR4,Post_ST_SR5,Post_NCSS_P1,Post_NCSS_P3,Post_NCSS_P4,Post_NCSS_P5,Post_AT_SC1,Post_AT_SC3,Post_AT_SC4,Post_AT_SC5
33FBD5EB,35-44 years old,Male,No,Not Applicable,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,8,Competitor - 5.5 KM,Race Competitor - Thailand,5,5,5,2.75,2.75,0,2.8,2.8,0,4.5,4.5,0,3.25,3.25,0,2.5,2.5,0,5,2,2,3,2,1,4,2,4,4,2,2,3,4,2,2,2,2,4,2,4,5,4,5,5,5,5,4,5,4,3,4,1,4,4,2,2,4,2,5,2,2,3,2,1,4,2,4,4,2,3,4,2,2,2,2,2,4,2,4,5,4,5,5,5,5,4,5,4,3,4,1,4,4,2,2,4,2
F5CDF1EF,35-44 years old,Female,Yes,Not Applicable,No,9 Postgraduate Degree,3. Bagan 2020 International Friendship Virtual Race,7,Competitor - 5.5 KM,Race Competitor - Myanmar,4,4,4,1.625,1.625,0,3,3,0,4.1,4.1,0,3.5,3.5,0,4,4,0,2,3,2,1,3,1,1,1,1,1,1,1,1,5,1,1,4,1,5,1,4,4,5,5,5,1,5,4,4,4,4,4,5,1,4,4,2,5,5,2,3,2,1,3,1,1,1,1,1,1,1,5,1,1,1,4,1,5,1,4,4,5,5,5,1,5,4,4,4,4,4,5,1,4,4,2,5,5
C09454D5,35-44 years old,Male,No,Not Applicable,No,9 Postgraduate Degree,3. Bagan 2020 International Friendship Virtual Race,7,Competitor - 5.5 KM,Race Competitor - Philippines,5,5,5,1.4375,1.4375,0,2.8,2.8,0,3.8,3.8,0,2,2,0,3.25,3.25,0,1,4,1,1,2,1,1,2,1,2,1,1,2,1,1,1,2,2,5,1,4,4,4,5,5,1,5,2,4,4,4,4,1,1,2,2,2,4,5,1,4,1,1,2,1,1,2,1,2,1,2,1,1,1,1,2,2,5,1,4,4,4,5,5,1,5,2,4,4,4,4,1,1,2,2,2,4,5
29C9B08A,35-44 years old,Female,No,Family Member,No,2 Primary School,3. Bagan 2020 International Friendship Virtual Race,10,Competitor - 5.5 KM,Race Competitor - Myanmar,5,5,5,1.9375,1.9375,0,2.8,2.8,0,3.8,3.8,0,2.75,2.75,0,2.25,2.25,0,2,1,1,1,1,1,5,5,1,5,2,2,1,1,1,1,2,1,5,1,5,5,1,5,5,1,5,5,5,5,1,4,1,1,5,2,1,5,1,2,1,1,1,1,1,5,5,1,5,2,1,1,1,1,2,2,1,5,1,5,5,1,5,5,1,5,5,5,5,1,4,1,1,5,2,1,5,1
5C72678A,35-44 years old,Male,Yes,Friend,Yes,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,8,Competitor - 30.0 KM,Race Competitor - Singapore,5,5,5,1,1,0,2.6,2.6,0,4.6,4.6,0,4,4,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,1,1,1,1
5B0BFC87,35-44 years old,Female,Yes,Friend,Yes,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,7,Competitor - 30.0 KM,Race Competitor - Myanmar,5,5,5,1,1,0,2.6,2.6,0,4.6,4.6,0,4,4,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,1,1,1,1
14F517E6,35-44 years old,Female,No,Not Applicable,No,9 Postgraduate Degree,3. Bagan 2020 International Friendship Virtual Race,9,Competitor - 5.5 KM,Race Competitor - Philippines,5,5,5,2.9375,1.125,-1.8125,2.2,3,0.8,3.7,4.6,0.9,5,2.5,-2.5,3.5,3.5,0,2,2,2,5,4,3,4,1,3,3,3,3,3,3,3,3,1,1,5,1,3,5,4,5,5,3,3,3,3,3,3,5,5,5,5,3,3,3,5,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,5,1,5,5,4,5,5,5,5,4,4,5,4,4,1,1,4,4,2,3,5
50F220D2,35-44 years old,Male,Yes,"Family Member, Friend",Yes,9 Postgraduate Degree,3. Bagan 2020 International Friendship Virtual Race,8,Competitor - 30.0 KM,Race Competitor - British,3,3,5,4.375,4.4375,0.0625,3.8,4,0.2,4.5,4.5,0,5,5,0,4.25,3.75,-0.5,5,5,4,5,5,4,5,2,5,3,4,4,5,5,4,5,4,4,2,4,5,4,5,2,4,5,5,5,5,5,5,5,5,5,5,5,4,5,3,4,5,5,5,5,5,5,2,5,2,4,5,5,5,5,4,5,5,2,3,5,4,5,2,4,5,5,5,5,5,5,5,5,5,5,3,4,5,3
6C1A8D82,35-44 years old,Female,No,Not Applicable,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,10,Competitor - 5.5 KM,Race Competitor - Myanmar,4,4,4,4,4,0,2.4,2.4,0,4.6,4.6,0,4.5,4.5,0,3,3,0,5,5,5,1,4,3,3,3,4,5,3,5,5,5,5,3,2,1,4,1,4,5,4,5,5,4,5,5,5,4,4,5,4,4,5,3,3,4,2,5,5,5,1,4,3,3,3,4,5,3,5,5,5,3,5,2,1,4,1,4,5,4,5,5,4,5,5,5,4,4,5,4,4,5,3,3,4,2
FFBD2FB4,35-44 years old,Male,No,Family Member,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,9,Competitor - 7.0 KM,Race Competitor - Myanmar,5,5,5,1,1,0,2.6,2.6,0,4.6,4.6,0,4,4,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,1,1,1,1
344AB6DD,35-44 years old,Male,No,Not Applicable,No,9 Postgraduate Degree,3. Bagan 2020 International Friendship Virtual Race,7,Competitor - 5.5 KM,Race Competitor - Thailand,5,5,5,2.875,2.875,0,2.8,2.8,0,4.3,4.3,0,4,4,0,1.5,1.5,0,5,3,2,3,2,1,2,1,4,1,2,4,4,5,4,3,1,2,5,1,5,5,4,5,2,4,5,5,5,4,4,4,4,4,4,1,2,1,2,5,3,2,3,2,1,2,1,4,1,2,4,5,4,3,4,1,2,5,1,5,5,4,5,2,4,5,5,5,4,4,4,4,4,4,1,2,1,2
28CEBCDA,35-44 years old,Female,No,Not Applicable,No,4 Upper Secondary School,3. Bagan 2020 International Friendship Virtual Race,8,Competitor - 5.5 KM,Race Competitor - Thailand,1,1,1,3.5625,3.5625,0,3.2,3.2,0,4.2,4.2,0,4,4,0,3.75,3.75,0,4,4,4,2,4,2,5,2,4,4,4,3,4,4,4,3,2,3,4,3,4,5,4,5,2,3,5,5,4,5,4,4,5,3,4,2,4,4,5,4,4,4,2,4,2,5,2,4,4,4,4,4,4,3,3,2,3,4,3,4,5,4,5,2,3,5,5,4,5,4,4,5,3,4,2,4,4,5
8412B3CC,35-44 years old,Male,Yes,Friend,Yes,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,9,Competitor - 30.0 KM,Race Competitor - Myanmar,5,5,5,1,1,0,2.6,2.6,0,4.6,4.6,0,4,4,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,1,1,1,1
AC315E66,35-44 years old,Female,Yes,Friend,No,3 Lower Secondary School,3. Bagan 2020 International Friendship Virtual Race,10,Competitor - 30.0 KM,Race Competitor - Myanmar,3,4,5,4.375,4.375,0,3.2,3.2,0,4.4,4.4,0,4.5,4.5,0,2.75,2.75,0,5,1,5,5,3,4,5,3,5,4,5,5,5,5,5,5,4,5,4,2,1,5,4,4,2,5,4,5,5,5,5,5,3,5,5,3,5,1,2,5,1,5,5,3,4,5,3,5,4,5,5,5,5,5,5,4,5,4,2,1,5,4,4,2,5,4,5,5,5,5,5,3,5,5,3,5,1,2
8F93D637,35-44 years old,Female,No,Not Applicable,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,7,Competitor - 5.5 KM,Race Competitor - Thailand,5,5,5,3.5625,3.5625,0,3.6,3.6,0,4.1,4.1,0,4,4,0,4,4,0,4,3,3,4,3,4,4,3,4,3,3,5,4,4,3,3,3,3,5,3,4,3,4,5,3,3,5,3,5,5,5,5,3,4,4,4,5,3,4,4,3,3,4,3,4,4,3,4,3,3,4,4,3,3,5,3,3,5,3,4,3,4,5,3,3,5,3,5,5,5,5,3,4,4,4,5,3,4
0C9DE0BC,35-44 years old,Female,Yes,Friend,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,8,Competitor - 5.5 KM,Race Competitor - Thailand,5,5,5,3,3,0,2.8,2.8,0,3,3,0,3.5,3.5,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,4,4,3,3,3,3
CE424981,35-44 years old,Female,No,Not Applicable,No,4 Upper Secondary School,3. Bagan 2020 International Friendship Virtual Race,8,Competitor - 5.5 KM,Race Competitor - Singapore,5,5,5,4.125,4.125,0,3,3,0,4.4,4.4,0,4.25,4.25,0,3.75,3.75,0,4,4,5,5,4,5,5,3,3,2,2,5,5,5,5,4,4,3,4,2,2,3,4,4,5,4,5,5,5,5,4,4,4,4,5,4,5,5,1,4,4,5,5,4,5,5,3,3,2,2,5,5,5,4,5,4,3,4,2,2,3,4,4,5,4,5,5,5,5,4,4,4,4,5,4,5,5,1
D4C96808,35-44 years old,Female,No,Not Applicable,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,8,Competitor - 5.5 KM,Race Competitor - Thailand,5,5,5,3.8125,3.8125,0,2.8,2.8,0,4.4,4.4,0,3.75,3.75,0,3.5,3.5,0,5,3,4,3,3,4,5,2,5,3,3,3,5,5,5,3,3,2,3,2,4,5,3,4,5,5,5,3,5,5,4,4,3,4,4,3,3,3,5,5,3,4,3,3,4,5,2,5,3,3,5,5,5,3,3,3,2,3,2,4,5,3,4,5,5,5,3,5,5,4,4,3,4,4,3,3,3,5
98BCBB10,35-44 years old,Female,No,Colleague,No,3 Lower Secondary School,3. Bagan 2020 International Friendship Virtual Race,8,Competitor - 5.5 KM,Race Competitor - Myanmar,5,5,5,1.8125,1.8125,0,3,3,0,4.2,4.2,0,2.25,2.25,0,4,4,0,1,1,1,1,1,1,5,5,5,2,1,1,1,1,1,1,3,1,5,1,5,5,5,5,5,1,5,5,5,5,1,2,1,1,5,5,5,5,1,1,1,1,1,1,1,5,5,5,2,1,1,1,1,1,1,3,1,5,1,5,5,5,5,5,1,5,5,5,5,1,2,1,1,5,5,5,5,1
30D7F247,35-44 years old,Male,No,Not Applicable,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,9,Competitor - 5.5 KM,Race Competitor - Myanmar,4,5,5,3,3,0,2.6,2.6,0,3.9,3.9,0,4,4,0,1.75,1.75,0,2,3,2,4,2,2,5,2,5,3,2,2,5,4,2,3,1,1,4,2,5,5,4,5,2,2,5,4,3,5,4,5,1,5,5,2,2,1,2,2,3,2,4,2,2,5,2,5,3,2,5,4,2,3,2,1,1,4,2,5,5,4,5,2,2,5,4,3,5,4,5,1,5,5,2,2,1,2
4D478F81,35-44 years old,Male,No,Not Applicable,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,9,Competitor - 5.5 KM,Race Competitor - Thailand,4,3,5,2.8125,2.8125,0,2.8,2.8,0,3.8,3.8,0,3,3,0,2.25,2.25,0,3,3,3,3,3,3,3,2,3,3,3,2,2,4,2,3,3,2,4,2,3,4,4,4,2,4,4,4,4,4,4,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,2,3,3,3,2,4,2,3,2,3,2,4,2,3,4,4,4,2,4,4,4,4,4,4,3,3,3,3,2,2,3,2
9C91E931,35-44 years old,Male,Yes,Family Member,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,10,Competitor - 7.0 KM,Race Competitor - Singapore,4,4,4,3.9375,3.6875,-0.25,3,3,0,4.2,4.2,0,4.25,4.25,0,3,2.75,-0.25,4,4,4,3,3,3,5,3,3,3,3,5,5,5,5,5,3,3,3,2,4,4,4,4,5,1,5,5,5,5,4,3,4,5,5,2,3,4,3,3,3,3,3,3,3,4,4,3,3,3,5,5,5,5,4,3,3,3,3,3,4,5,4,5,1,5,5,5,5,3,4,5,4,4,2,3,3,3
CF0B819B,35-44 years old,Male,No,Not Applicable,No,9 Postgraduate Degree,3. Bagan 2020 International Friendship Virtual Race,7,Competitor - 5.5 KM,Race Competitor - Myanmar,5,5,5,2.875,2.875,0,2.8,2.8,0,3.2,3.2,0,3,3,0,2.5,2.5,0,3,3,2,3,3,2,4,3,3,3,3,3,3,3,2,3,3,2,4,2,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,2,3,3,2,4,3,3,3,3,3,3,2,3,3,3,2,4,2,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2
65B2BD96,35-44 years old,Female,No,Not Applicable,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,7,Competitor - 5.5 KM,Race Competitor - Philippines,2,3,3,2.1875,2.1875,0,2.8,2.8,0,4.5,4.5,0,3.5,3.5,0,2.25,2.25,0,5,2,1,1,2,1,4,1,1,2,3,2,2,3,2,3,2,2,4,2,4,5,4,5,5,4,5,2,5,5,5,4,2,4,4,2,2,3,2,5,2,1,1,2,1,4,1,1,2,3,2,3,2,3,2,2,2,4,2,4,5,4,5,5,4,5,2,5,5,5,4,2,4,4,2,2,3,2
B5E0B6F6,35-44 years old,Female,No,Not Applicable,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,9,Competitor - 5.5 KM,Race Competitor - Thailand,4,4,4,2.75,2.75,0,2.8,2.8,0,3.5,3.5,0,3,3,0,2.25,2.25,0,3,3,2,3,3,3,3,2,3,3,3,3,2,3,2,3,3,2,4,2,3,4,4,4,2,3,4,3,4,4,3,3,3,3,3,2,2,3,2,3,3,2,3,3,3,3,2,3,3,3,2,3,2,3,3,3,2,4,2,3,4,4,4,2,3,4,3,4,4,3,3,3,3,3,2,2,3,2
8C91BE5B,35-44 years old,Male,No,Not Applicable,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,8,Competitor - 7.0 KM,Race Competitor - Singapore,2,3,3,3,3.0625,0.0625,3,3.6,0.6,3.7,3.6,-0.1,2.75,3.25,0.5,3,4,1,3,3,3,3,3,2,2,2,3,4,4,3,3,4,3,3,3,3,2,3,4,3,4,4,4,3,4,4,4,4,3,3,2,3,3,3,3,3,3,2,2,4,4,4,2,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,3,4,4,3,4,4,4,4,3,3,3,4,3,3,4,5,4
EF6CA3AD,35-44 years old,Male,No,Friend,No,6 Junior College / Pre-University Institution,3. Bagan 2020 International Friendship Virtual Race,7,Competitor - 5.5 KM,Race Competitor - Myanmar,3,3,3,3.25,2.8125,-0.4375,3,2.8,-0.2,3.4,3.4,0,3.25,3.25,0,3.5,2.25,-1.25,3,4,2,3,4,4,4,4,4,3,3,3,4,1,4,2,4,3,4,2,2,4,3,4,4,4,4,3,3,3,2,4,4,2,3,2,4,4,4,2,3,2,3,3,3,4,3,3,4,3,3,3,2,2,2,2,3,3,3,3,5,4,4,3,2,2,4,3,3,4,4,2,4,3,2,2,3,2
53C59D28,35-44 years old,Female,Yes,Not Applicable,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,8,Competitor - 5.5 KM,Race Competitor - Myanmar,4,4,4,3,3.875,0.875,3,2.8,-0.2,3.8,4.1,0.3,4.25,4.25,0,1.75,3.25,1.5,2,3,4,4,1,2,4,2,5,3,4,2,2,4,4,2,2,1,4,3,5,5,4,5,2,2,5,5,3,5,2,5,4,4,4,3,2,1,1,5,4,5,3,2,3,4,4,4,4,4,2,5,5,4,4,4,1,3,2,4,5,2,5,5,4,5,3,4,4,4,4,4,4,5,2,3,4,4
A7EA4EC7,45-54 years old,Female,No,Not Applicable,No,4 Upper Secondary School,3. Bagan 2020 International Friendship Virtual Race,7,Competitor - 5.5 KM,Race Competitor - Myanmar,5,5,5,4.1875,3.8125,-0.375,3,2.6,-0.4,4.7,4.7,0,4.5,4,-0.5,3.75,3.75,0,5,5,5,2,5,5,5,2,3,3,2,5,5,5,5,5,5,2,3,3,2,4,5,4,5,5,5,5,4,5,5,4,4,5,5,5,5,2,3,5,5,5,2,3,4,5,2,3,2,2,5,5,5,3,5,3,2,3,4,1,4,5,4,5,5,5,5,4,5,5,2,4,5,5,5,5,2,3
5476575B,45-54 years old,Female,No,Not Applicable,No,9 Postgraduate Degree,3. Bagan 2020 International Friendship Virtual Race,8,Competitor - 5.5 KM,Race Competitor - Thailand,3,2,2,2.625,2.625,0,2.6,2.6,0,3.3,3.3,0,4.5,4.5,0,3.5,3.5,0,5,5,5,1,1,1,5,1,1,2,1,2,2,2,4,4,2,1,5,1,4,5,5,5,2,2,4,2,2,2,4,4,4,5,5,4,2,4,4,5,5,5,1,1,1,5,1,1,2,1,2,2,4,4,2,2,1,5,1,4,5,5,5,2,2,4,2,2,2,4,4,4,5,5,4,2,4,4
A659CDBB,45-54 years old,Female,Yes,Family Member,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,10,Competitor - 5.5 KM,Race Competitor - Myanmar,3,2,2,3.375,3.375,0,2.8,2.8,0,4,4,0,4.25,4.25,0,2.75,2.75,0,5,3,4,3,3,3,4,3,3,3,3,2,5,4,4,2,2,1,4,2,5,5,3,5,3,2,5,3,4,5,5,5,4,3,5,3,3,3,2,5,3,4,3,3,3,4,3,3,3,3,5,4,4,2,2,2,1,4,2,5,5,3,5,3,2,5,3,4,5,5,5,4,3,5,3,3,3,2
E81875FF,45-54 years old,Female,Yes,"Family Member, Friend, Classmate, Partner (BF/GF)",Yes,4 Upper Secondary School,3. Bagan 2020 International Friendship Virtual Race,7,Competitor - 5.5 KM,Race Competitor - Myanmar,3,3,3,4.8125,4.8125,0,3.2,3.2,0,4.7,4.7,0,4.75,4.75,0,3.25,3.25,0,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,4,3,4,3,2,5,5,3,5,5,5,5,5,4,5,4,5,5,5,5,3,3,2,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,4,3,4,3,2,5,5,3,5,5,5,5,5,4,5,4,5,5,5,5,3,3,2
864D0421,45-54 years old,Female,Yes,Not Applicable,No,9 Postgraduate Degree,3. Bagan 2020 International Friendship Virtual Race,8,Competitor - 5.5 KM,Race Competitor - Thailand,5,5,5,1.625,1.625,0,3,3,0,4.1,4.1,0,3.5,3.5,0,4,4,0,2,3,2,1,3,1,1,1,1,1,1,1,1,5,1,1,4,1,5,1,4,4,5,5,5,1,5,4,4,4,4,4,5,1,4,4,2,5,5,2,3,2,1,3,1,1,1,1,1,1,1,5,1,1,1,4,1,5,1,4,4,5,5,5,1,5,4,4,4,4,4,5,1,4,4,2,5,5
1487D88C,45-54 years old,Female,No,Not Applicable,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,9,Competitor - 5.5 KM,Race Competitor - Myanmar,5,5,5,2.75,2.75,0,2.8,2.8,0,4.2,4.5,0.3,3,3.25,0.25,2.5,2.5,0,4,4,2,3,2,1,4,2,2,5,2,2,3,4,2,2,2,2,4,2,4,4,4,5,5,4,5,5,4,4,2,4,2,2,4,2,2,4,2,5,2,2,3,2,1,4,2,4,4,2,3,4,2,2,2,2,2,4,2,4,5,4,5,5,5,5,4,5,4,3,4,1,4,4,2,2,4,2
5E55075F,45-54 years old,Male,No,Not Applicable,No,9 Postgraduate Degree,3. Bagan 2020 International Friendship Virtual Race,8,Competitor - 5.5 KM,Race Competitor - Philippines,5,5,5,1.4375,1.4375,0,2.8,2.8,0,3.8,3.8,0,2,2,0,3.25,3.25,0,1,4,1,1,2,1,1,2,1,2,1,1,2,1,1,1,2,2,5,1,4,4,4,5,5,1,5,2,4,4,4,4,1,1,2,2,2,4,5,1,4,1,1,2,1,1,2,1,2,1,2,1,1,1,1,2,2,5,1,4,4,4,5,5,1,5,2,4,4,4,4,1,1,2,2,2,4,5
442780F2,45-54 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,3. Bagan 2020 International Friendship Virtual Race,8,Competitor - 5.5 KM,Race Competitor - Japan,5,5,5,1.875,1.875,0,2.8,2.8,0,4.4,4.4,0,3.5,3.5,0,3.25,3.25,0,2,1,2,1,1,1,1,1,1,1,4,3,3,1,4,3,1,2,5,1,5,5,5,5,5,3,5,5,5,3,3,5,1,4,4,5,2,1,5,2,1,2,1,1,1,1,1,1,1,4,3,1,4,3,3,1,2,5,1,5,5,5,5,5,3,5,5,5,3,3,5,1,4,4,5,2,1,5
FE74AEB4,45-54 years old,Male,No,Friend,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,9,Competitor - 5.5 KM,Race Competitor - Philippines,5,5,5,3.5,3.5,0,3.4,3.4,0,4.8,4.8,0,4,4,0,5,5,0,4,1,4,1,1,1,5,3,2,4,5,5,5,5,5,5,3,4,4,1,5,5,5,5,5,3,5,5,5,5,5,5,4,2,5,5,5,5,5,4,1,4,1,1,1,5,3,2,4,5,5,5,5,5,5,3,4,4,1,5,5,5,5,5,3,5,5,5,5,5,5,4,2,5,5,5,5,5
040F0ECE,45-54 years old,Male,Yes,Friend,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,8,Competitor - 7.0 KM,Race Competitor - Philippines,3,3,3,4,4,0,2.6,2.6,0,4.7,4.7,0,4.75,4.75,0,4,4,0,5,2,5,5,2,2,5,1,5,3,5,5,5,5,5,4,3,2,3,1,4,4,5,5,5,5,5,5,5,4,4,4,5,5,5,5,3,5,3,5,2,5,5,2,2,5,1,5,3,5,5,5,5,4,5,3,2,3,1,4,4,5,5,5,5,5,5,5,4,4,4,5,5,5,5,3,5,3
6B32297B,45-54 years old,Female,No,Not Applicable,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,8,Competitor - 5.5 KM,Race Competitor - Myanmar,5,5,5,4,4.125,0.125,3,3,0,4.3,4.4,0.1,3.75,2.75,-1,2.25,3,0.75,5,3,4,3,3,3,3,5,5,3,3,4,5,5,5,5,3,2,4,2,4,5,3,3,5,5,5,4,4,5,4,4,3,3,5,1,3,2,3,5,3,3,3,4,3,3,5,5,3,5,5,5,5,5,4,3,3,4,2,3,5,3,3,5,5,5,5,4,5,4,3,3,1,4,3,3,2,4
CDA5E665,45-54 years old,Female,No,Not Applicable,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,8,Competitor - 5.5 KM,Race Competitor - Myanmar,4,3,5,3.125,2.9375,-0.1875,3,2.6,-0.4,4.6,4.3,-0.3,3.25,5,1.75,2.25,3,0.75,3,4,3,2,2,4,5,1,4,2,3,2,4,4,4,3,2,3,5,2,3,4,5,5,3,4,5,5,5,5,5,3,1,4,5,3,1,1,4,4,5,3,1,4,3,5,1,4,3,2,3,2,2,3,2,4,1,5,1,2,4,2,5,4,4,5,5,5,5,4,5,5,5,5,3,2,2,5
092AB0A4,45-54 years old,Female,Yes,Friend,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,7,Competitor - 5.5 KM,Race Competitor - Myanmar,5,5,5,3.75,3.75,0,3.4,3.4,0,4.7,4.7,0,3.5,3.5,0,5,5,0,4,4,4,1,2,5,5,3,4,4,4,5,5,4,4,2,3,4,4,1,5,5,5,5,5,2,5,5,5,5,5,4,4,4,2,5,5,5,5,4,4,4,1,2,5,5,3,4,4,4,5,4,4,2,5,3,4,4,1,5,5,5,5,5,2,5,5,5,5,5,4,4,4,2,5,5,5,5
C2973043,45-54 years old,Female,No,Not Applicable,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,10,Competitor - 5.5 KM,Race Competitor - Thailand,3,4,5,3.6875,3.6875,0,3.8,3.8,0,4.4,4.4,0,3.5,3.5,0,3.25,3.25,0,3,4,5,3,4,3,4,5,3,2,3,5,5,3,4,3,5,2,5,2,5,5,4,5,5,4,5,3,5,4,4,2,5,3,4,2,3,3,5,3,4,5,3,4,3,4,5,3,2,3,5,3,4,3,5,5,2,5,2,5,5,4,5,5,4,5,3,5,4,4,2,5,3,4,2,3,3,5
DFA8A33C,45-54 years old,Female,No,Not Applicable,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,9,Competitor - 5.5 KM,Race Competitor - Myanmar,5,5,5,2.8125,2.8125,0,2.6,2.6,0,3.4,3.4,0,3.25,3.25,0,2,2,0,4,3,4,3,3,2,3,2,3,2,3,3,3,3,3,1,2,2,4,1,4,4,3,5,2,3,4,4,3,3,3,3,4,3,3,2,2,2,2,4,3,4,3,3,2,3,2,3,2,3,3,3,3,1,3,2,2,4,1,4,4,3,5,2,3,4,4,3,3,3,3,4,3,3,2,2,2,2
